id,name,brand_name,price,Origin,category,original_price,discount,discount_rate
71005991,Bình xịt dầu Lock&Lock 100ml kèm phểu và cọ rửa - CKO109,LocknLock,95700,Trung Quốc,Dụng cụ chứa đựng thực phẩm,174000,78300,45
274680899,Hộp cơm điện hâm nóng và giữ nhiệt đồ ăn Yoice 2 tầng khay inox không gỉ thích hợp cho nhân viên văn phòng - HÀNG CHÍNH HÃNG,Yoice,489020,Trung Quốc,Dụng cụ chứa đựng thực phẩm,539000,49980,9
26334551,Mền dù cao cấp  - mỏng nhẹ - thoáng mát - Cho giấc ngủ dễ chịu [chăn ga gối đệm,A,160000,Việt Nam,"Chăn, mền và phụ kiện",180000,20000,11
58156247,"bao giày không thấm nước, chống trượt, ủng giày đi mưa siêu nhẹ",OEM,79000,Trung Quốc,"Áo mưa, ô dù và phụ kiện đi mưa",79000,0,0
249970010,Chảo inox 3 lớp Elmich EL-3846OL Size 24cm,Elmich,378100,Việt Nam,Nồi và chảo,599250,221150,37
558102,Bình Lọc Nước Barrier Grand Neo - BA-NEO-R - 4.2 Lít - Màu Đỏ,BARRIER,159000,Nga,"Bình lọc, lõi lọc, thiết bị lọc nước",690000,531000,77
174489164,Màng bọc thực phẩm Horeca Sunhouse KS-WR30250H,Sunhouse,112000,Việt Nam,Dụng cụ chứa đựng thực phẩm,173000,61000,35
246167977,"Cây chà sàn nhà tắm, chổi cọ sàn và gạt nước 2 trong 1, cọ sạch khe hẹp và góc tường – Parroti Easy ES04",Parroti,128250,Trung Quốc,Dụng cụ vệ sinh,135000,6750,5
274067035,Ổ cắm điện Philips CHP2452WB- 3m,Philips,240000,Trung Quốc,"Ổ cắm, ổn áp, biến áp",289000,49000,17
272306509,"Vòi Sen Tăng Áp, Đầu Vòi Hoa Sen Mát Xa 4 Trong 1, 3 Chế Độ Áp Suất Cao Tiết Kiệm Nước, Lõi Cotton Lọc Cho Nhà Tắm - HÀNG CHÍNH HÃNG MINIIN",MINIIN,83000,Trung Quốc,Thiết bị phòng tắm,99000,16000,16
272553066,"Túi Đựng Quần Áo Chăn Màn Vải Không Dệt Chống Thấm Nước Deli, Giỏ Đựng Quần áo Đa Năng Có Thể Gấp Gọn",Deli,35000,Trung Quốc,Phụ kiện giặt ủi,63000,28000,44
71206737,Đèn Pin Laser 303 - Hàng Chính Hãng,Essesa,126000,Trung Quốc,,135000,9000,7
217474961,"[KHÔNG CẦN DÙNG BƠM] Túi Hút Chân Không Đựng Quần Áo Chăn Ga Gối , Thú Bông Deli - Loại Dày Cao Cấp Bọc Để Chăn Màn 2 Lớp Khóa Zip Chống Rò Rỉ Hơi Bảo Vệ Quần Áo, Chăn Ga Khỏi Ẩm, Nấm Mốc, Chống Nước Tuyệt Đối",Deli,22000,Trung Quốc,Phụ kiện phòng ngủ,39600,17600,44
269846183,"Bộ Cây Lau Nhà Tự Vắt Thông Minh , Chổi Lau Nhà Xoay 360 Độ , Dễ Dàng Len Lỏi Làm Sạch Những Góc Khuất, Thùng Chứa Nước Thiết Kế 2 Ngăn Riêng Biệt Tích Hợp Lược Gỡ Rối Giúp Giặt Sạch Và Vắt Khô Bông Lau Nhanh Chóng Mà Không Cần Tiếp Xúc - DAMAS Magic G130",Damas,242250,Trung Quốc,Dụng cụ lau nhà,510000,267750,53
650498,Hũ Thủy Tinh Nắp Cài Kín Hơi Fido Bormioli Rocco 149230M04321991 (1500ml),Bormioli Rocco,179000,Ý,Dụng cụ chứa đựng thực phẩm,208000,29000,14
20671006,Kệ để đồ rửa bát có khay nhựa dán tường inox 304 Hobby Home Decor KRC1,Hobby Home Decor,179000,Trung Quốc,,179000,0,0
59259444,Mùng chụp tự bung cao cấp FUNU - Màn chống muỗi thông minh - Hàng chính hãng (Sản xuất tại Việt Nam),FuNu,132000,Việt Nam,Phụ kiện phòng ngủ,141050,9050,6
142795896,"Hộp đôn ghế ngồi Mai Anh House - ghế đôn đa năng vuông chất liệu vải Oxfort cao cấp, thân gỗ MDF cứng cáp, mặt nệm êm ái, nội thất thông minh ghế đôn xếp gọn phong cách Thụy Điển sang trọng, tinh tế",Mai Anh House,297200,Việt Nam,Nội thất phòng khách,297200,0,0
201572327,"Hộp vải đựng đồ chia ngăn HQ4 - Hộp đựng quần áo chia 9 ngăn, 16 ngăn gấp gọn chính hãng",miDoctor,85000,Việt Nam,Phụ kiện phòng ngủ,170000,85000,50
275465086,Khăn Tắm Quảng Phú Cotton BQX6 50x98cm,Mollis,80000,"Anh, Việt Nam",Khăn,80000,0,0
197615248,Thảm Chùi Chân 4 Lớp Siêu Thấm Hút - Họa Tiết Hoạt Hình - Chính Hãng NAVIVU,NAVIVU,99000,Trung Quốc,Phụ kiện nhà tắm,99000,0,0
191891544,Chảo nhôm chống dính Elmich Harmonia EL-3779,Elmich,216600,Việt Nam,Nồi và chảo,339000,122400,36
217575107,"Đèn pin siêu sáng KGT6 hợp kim chống nước, 1000 lumen, chiếu xa 200m tới 500m , pin sạc FullBox, tặng pin loại tốt- Hàng chính hãng",KINGO,115000,China / Vietnam,,165000,50000,30
51476716,"Bộ 10 đôi đũa inox 304 - 316 DandiHome 2020 chống trơn trượt, sang trọng, tinh tế",DandiHome,276000,Việt Nam,"Đũa, muỗng, nĩa",300000,24000,8
52316356,"Bộ máy khoan pin RAKUTEN 66V  khoan tường, khoan sắt, khoan bê tông máy 2 pin, đảo chiều và mũi khoan",rakuten,588000,,Các loại máy và phụ kiện,588000,0,0
52756206,1kg Túi Đựng Rác Tự Phân Hủy Sinh Học Gimex II (full size),Túi ni lông tự phân hủy sinh học GIMEX II,27000,Việt Nam,Dụng cụ vệ sinh,27000,0,0
135321411,"Giấy Bạc Tráng Nhôm, dán bếp tăng thẩm mỹ và rất sạch sẽ(2M)",OEM,32400,Việt Nam,Decal & giấy dán tường,32400,0,0
215891498,"Keo Acrylic B7000 / T7000 Dán Kính Điện Thoại, Dán Giày, Dán Nhựa, Kim Loại, Gỗ, Đá, Thủy Tinh, Da",NAVIVU,28500,Trung Quốc,Dụng cụ sửa chữa nhà cửa,28500,0,0
161225352,"Miếng dán đỡ kệ gỗ, chia ngăn tủ, không cần đóng đinh",OEM,12000,Trung Quốc,,12000,0,0
82877146,Đèn Bàn Học LED Chống Cận GHINER GN-1902 (Pin 4500mAh),GHINER,250000,China,Đèn học và đọc sách,320000,70000,22
134360700,"Vỉ 10 Viên Pin LR44 , Pin A76 , Pin AG13 1,5V Energizer - Hàng Chính Hãng",Energizer,52827,Trung Quốc,Pin và dụng cụ sạc pin,52827,0,0
85908084,Nhang Sạch Phòng Máy Lạnh - Ít khói - Hương trầm dịu nhẹ - Chân tăm mộc - Nhang Xanh - 300g - 20cm,Nhang Xanh,120000,Việt Nam,,120000,0,0
54682452,Pin vuông 9V Energizer 522 ALKALINE chính hãng ( Mẫu mới ),Energizer,65000,Singapore,Pin và dụng cụ sạc pin,65000,0,0
59495338,"Bình xịt chống thấm tường, chống dột đa năng Leak Sealer B125 Bosny - Nhập khẩu Thái Lan.",Bosny,159000,Thái Lan,"Sơn, dầu mỡ, hóa chất",159000,0,0
274317228,"Dây Cắm Điện Nối Dài Để Cắm Đèn, Quạt, Cục Sạc",NAVIVU,14500,Trung Quốc,"Ổ cắm, ổn áp, biến áp",14500,0,0
270211230,TÚI ĐỰNG RÁC MÀU 1KG 3 CUỘN TỰ HỦY,PEALO,52000,Việt Nam,Dụng cụ vệ sinh,85000,33000,39
275465029,Khăn Mặt Hải Cẩu Cotton FHD6 34x80cm,Mollis,38000,"Anh, Việt Nam",Khăn,38000,0,0
146384829,"Ghế xoay văn phòng công thái học ergonomic có ngả lưng Premium 02, ghế xoay Gaming cao cấp nhập khẩu",OEM,1262000,Đài Loan,"Nội thất phòng học, làm việc",2490000,1228000,49
131407951,Bàn làm việc bàn hoc chữ k,HG FURNITURE H i G,396000,Việt Nam,"Nội thất phòng học, làm việc",396000,0,0
191505971,Bình giữ nhiệt Lock&Lock Maman Cup Vacuum Bottle LHC1487GRY 505ml,LocknLock,256000,Trung Quốc,Bình/ Ly giữ nhiệt,515000,259000,50
274992707,Hộp Cơm 3 Tầng Lunch Box Kèm Muỗng Đũa Và Túi Đựng Tiện Lợi,PEAFLO,192000,Hàn Quốc / Trung Quốc,Dụng cụ chứa đựng thực phẩm,235000,43000,18
35905857,"Chảo Nhôm Sâu Lòng Chống Dính Baum Marble 1 Tay Cầm, Nắp Thủy Tinh Lock&Lock LBU1181 18cm",LocknLock,302000,Trung Quốc,Nồi và chảo,572000,270000,47
579850,Chảo Trơn Chống Dính Sunhouse CT26 26cm,Sunhouse,137000,Việt Nam,Nồi và chảo,210000,73000,35
273901995,"Ổ Cắm Điện Loại Chuyển Đổi Đa Năng - Phích Cắm Tiêu Chuẩn US, EURO, UK, AUST - Có 2 Cổng USB (Dual USB) - Phù Hợp Cho Những Chuyến Công Tác Và Du Lịch Nước Ngoài- Chính Hãng",PaKaSa,159460,Trung Quốc,,236000,76540,32
143363686,"Băng keo chống thấm x2000 Nhật Bản chống thấm dột, dán tường, dán mái tôn, dán ống nước",OEM,55000,Việt Nam,Dụng cụ sửa chữa nhà cửa,55000,0,0
192523772,"Tấm Lót Tủ Lạnh, Tủ Bếp, Tủ Quần Áo Nhựa EVA Dễ Dàng Vệ Sinh (Đủ màu, đủ size)",NAVIVU,46500,Trung Quốc,Phụ kiện nhà bếp,46500,0,0
10227148,Dụng Cụ Mài Dao 3 Lớp Lock&Lock CKK112 (245 x 53 x 72 mm),LocknLock,152000,Trung Quốc,"Dao, kéo và phụ kiện",275000,123000,45
25624037,Bật lửa mồi cồn và bếp gas,OEM,25000,,"Bếp nướng, vỉ nướng",25000,0,0
58252037,Bông Lau Nhà Microfiber Xoay 360 Độ Sunhouse KS-CO350M,Sunhouse,27100,Việt Nam,Dụng cụ lau nhà,35000,7900,23
68391419,ĐẦU VÒI RỬA CHÉN LỌC NƯỚC TĂNG ÁP 360 ĐỘ - giao màu ngẫu nhiên,OEM,19000,Trung Quốc,Phụ kiện nhà bếp,19000,0,0
270102591,"Nhiệt kế đo độ ẩm, máy đo nhiệt độ phòng cho bé - Nhiệt Ẩm Kế Điện Tử 3 Trong 1 - Thương hiệu RiBi - Hàng Chính Hãng",RIBI,150000,Trung Quốc,Thiết bị đo lường,165000,15000,9
206314531,"Đèn Học Để Bàn 2 Thanh 3 Chế Độ Sáng , Ánh Sáng Trắng Hoặc Vàng Tùy Chọn Giúp Bảo Vệ Mắt - Chính hãng",PaKaSa,161840,Trung Quốc,Đèn học và đọc sách,240000,78160,33
249682005,"Ruột Gối Hơi Nằm Thắng Lợi Size 50 x 70 x 10cm, 40x60x10cm, Gối ôm 35x100cm",Thắng Lợi,70000,Việt Nam,"Gối, ruột gối, vỏ gối",70000,0,0
115986994,Miếng Dán Tường Treo Ổ Cắm Điện Treo Wifi Móc Treo Đa Năng Tiện Lợi,OEM,9900,Trung Quốc,,9900,0,0
528939,Màng Bọc Thực Phẩm PVC Laspalms MBTP00006095 - 30cm x 300m,Laspalms,193000,Việt Nam,Phụ kiện nhà bếp,329175,136175,41
196932074,"Đèn bắt muỗi Điện Quang ĐQ EML08 BL - Diệt muỗi và côn trùng tự động theo 360 độ, công suất 6W, phạm vi hoạt động dưới 20m2",Điện Quang,281000,Việt Nam,,350900,69900,20
84886093,Vợt muỗi thông minh 3in1 SUNHOUSE SHE-PRO11.W,Sunhouse,213000,Trung Quốc,"Dụng cụ diệt chuột, côn trùng",344000,131000,38
57796007,Khăn tắm Lapyarn BM8V Mollis 60 x 120 cm,Mollis,169000,Việt Nam,Khăn,237000,68000,29
153579357,Rây Lọc Vớt Trần Thức Ăn Tiện Dụng - Hàng Nội Địa Nhật- Loại 1 - CHÍNH HÃNG MINIIN,MINIIN,37000,Nhật Bản / Việt Nam,Phụ kiện nhà bếp,43000,6000,14
273707598,Vỏ gối ôm Microfiber K-Bedding by Everon KMS 80x100 cm,K-Bedding,111150,Việt Nam,"Gối, ruột gối, vỏ gối",170000,58850,35
10407749,Chảo Chống Dính Smartcook SM2357217 (16cm),Smartcook,112000,,Nồi và chảo,239000,127000,53
185380271,"[Hàng Chính Hãng - BH 2 Năm]Keo Chống Thấm Trong Suốt TAIKOMI -Chống Thấm Gạch Lát Nền,Trần Vết Nứt Mái Nhà, Sàn Nhà Vệ Sinh Triệt Để",TAIKOMI,172000,Việt Nam,"Sơn, dầu mỡ, hóa chất",207000,35000,17
272547402,"Hộp vải đựng quần áo chia ngăn chống nước, Túi vải chia 12 ngăn đựng áo quần khung cứng sắp xếp tủ gọn gàng",Deli,29000,Trung Quốc,Nội thất phòng ngủ,52200,23200,44
275849675,"Bàn Chải Đánh Răng 3 Mặt, Bàn Chải Đánh Răng Đa Chiều Làm Sạch Đồng Thời Cả 3 Bề Mặt Của Răng, Lông Mềm Mượt",ASSTAR,88000,Trung Quốc,Phụ kiện nhà tắm,88000,0,0
54156958,Pin Sạc Energizer AAA 700mAh Power Plus,Energizer,160000,,Pin và dụng cụ sạc pin,160000,0,0
94724913,"Ron Dán Che Khe Cửa ,Chân Cửa,Khung Cửa CTFAST Chống Bụi, Ngăn Côn Trùng, Chống Ồn, Chống Thoát Nhiệt Điều Hòa, Chống Va Đập Cửa - Mẫu Cải Tiến 2021 ( Hàng Chính Hãng )",CTFAST,49000,Việt Nam,Bảo vệ nhà cửa,68000,19000,28
217778590,"Băng keo chống thấm KG13, chống dột dán siêu dính trên mọi bề mặt, dán mái tôn, tường, ống nước cao cấp dài 5m- Hàng chính hãng",KINGO,48000,Việt Nam,Dụng cụ sửa chữa nhà cửa,60000,12000,20
198800861,Ca nước giữ nhiệt LocknLock Metro Table Mug 600ml - LHC4282,LocknLock,279000,Trung Quốc,"Bình, ly uống cà phê và phụ kiện",529000,250000,47
134863256,Đầu Chuyển 3 Chấu Thành 2 Chấu Để Sử Dụng Các Loại Ổ Cắm Thông Dụng Ở Việt Nam - Chính Hãng,PaKaSa,25000,Trung Quốc,"Ổ cắm, ổn áp, biến áp",50000,25000,50
23199431,Nồi đất kho cá NodaCook Bát Tràng 2 lít (Đen),NodaCook,275000,Việt Nam,Nồi và chảo,380000,105000,28
20036138,5 Viên Pin CR2025 3V Panasonic Lithium made in Indonesia - Hàng chính hãng,Panasonic,80000,Thái Lan/ Indonesia/Trung Quốc,Pin và dụng cụ sạc pin,90000,10000,11
114204740,Bình giữ nhiệt inox 304 Sunhouse 900ml KS-TU900I,Sunhouse,139000,Việt Nam,Bình/ Ly giữ nhiệt,225000,86000,38
189182484,"Hộp đựng đồ đa năng CA01 – Túi vải đựng quần áo chăn màn phong cách Châu Âu sang trọng, lịch sự D Danido",D Danido,84000,Việt Nam,Nội thất phòng ngủ,119000,35000,29
198219660,"Bộ chuyển đổi ổ cắm 3 chấu thành 2 chấu, phích cắm chuyển đổi 3 chấu tiêu chuẩn US, EURO, UK, AUST phù hợp với hầu hết các tiêu chuẩn ổ cắm của các quốc gia - Hàng chính hãng, giao màu ngẫu nhiên",BARWELL,22000,Trung Quốc,"Ổ cắm, ổn áp, biến áp",22000,0,0
275465813,Khăn Mặt Khăn Gội Đầu Hải Cẩu Cotton 34x78cm FHN3,Mollis,38000,"Anh, Việt Nam",Khăn,38000,0,0
275465112,Khăn Mặt Belleto FQAC 40x78cm,Mollis,85000,Việt Nam,Khăn,85000,0,0
274570946,"Ga Giường, Drap Nệm Thun Lạnh Cariva Đủ Kích Thước",Cariva,85000,Việt Nam,,85000,0,0
115092053,"Bộ ga giường poly cotton LIDACO drap giường đủ size nệm 1m2, 1m4, 1m6, 1m8",LIDACO,66000,Việt Nam,,100000,34000,34
696495,Ổ Cắm Điện 4 Lỗ 3 Chấu 3m Philips SPN1348WB/74 (2500W),Philips,321000,Trung Quốc,"Ổ cắm, ổn áp, biến áp",369000,48000,13
272421704,Giàn Phơi Quần Áo Kéo Dài Gấp Gọn Thông Minh VANDO Kèm Bánh Xe Di Chuyển Linh Hoạt,VANDO,499000,Trung Quốc,Phụ kiện giặt ủi,499000,0,0
275376339,Giá Treo Quần Áo Thời Trang Cao Cấp 2 Khung 2 Tầng Kèm Móc Treo Tiện Lợi,Anh Lam Store,325000,Việt Nam,Phụ kiện giặt ủi,450000,125000,28
273712175,"Kẹp Dán Tường Đi Dây Điện, Dây Cáp Gọn Gàng Loại Cao Cấp",NAVIVU,25000,Trung Quốc,,25000,0,0
20103667,Combo Cọ Rửa Dành Cho Ống Hút Inox và Ống Hút Thủy Tinh,OEM,16500,,"Ly, cốc & phụ kiện ly",16500,0,0
53497035,40 VIÊN PIN MAXELL AAA TEM BẠC - HÀNG CHÍNH HÃNG,Maxell,59000,,Pin và dụng cụ sạc pin,59000,0,0
27609461,"Dụng cụ thông tắc bồn cầu, cống bằng khi nén áp lực siêu mạnh",OEM,239000,HK/TQ,Dụng cụ vệ sinh,290000,51000,18
31323175,"CHỔI LAU NHÀ TỰ VẮT THÔNG MINH CAO CẤP, 2 BÔNG LAU, MÂM LAU HÌNH CHỮ NHẬT, LAU CỰC SẠCH",VY LONG,172000,Trung Quốc / Singapore / Việt Nam,Dụng cụ lau nhà,176999,4999,3
271907736,Bộ dao 6 món nhà bếp Nhật Bản siêu sắc bén cao cấp - Logo trên thân dao ngẫu nhiên - Chính hãng,miDoctor,182000,China / Vietnam,"Dao, kéo và phụ kiện",188000,6000,3
2127549,Bình Đựng Dầu Với Nắp Mở Tự Động Lock&Lock CKO101BLK (550ml),LocknLock,125000,Trung Quốc,Dụng cụ chứa đựng thực phẩm,241000,116000,48
186862075,"Nắp Ngăn Mùi Thoát Sàn ECODEALS - Chặn Mùi Hôi Cống, Chống côn trùng, Chống trào ngược - MẪU MỚI CẢI TIẾN, ĐỦ KÍCH CỠ",ECO deals,23000,Việt Nam / Đài Loan,Thiết bị phòng tắm,23000,0,0
257770303,Ly nhựa 2 lớp LocknLock HAP507VOLH Rainbow - kèm ống hút 750ml - Màu cầu vồng,LocknLock,108000,Trung Quốc,"Bình, ly uống trà và phụ kiện",217000,109000,50
62469165,Ga Chống Thấm Cotton LIDACO Cao Cấp,LIDACO,164000,Việt Nam,,164000,0,0
56737206,Túi Rác Tự Hủy Có Quai Tiện Dụng SOJI INOCHI Nhật Bản - Màu Đen Dạng Cuộn - Nhiều Size - Đa dạng công năng sử dụng,Inochi,20000,Việt Nam,Dụng cụ vệ sinh,20000,0,0
66463147,Màn tự bung FuNu chống muỗi an toàn - Hàng Chính Hãng ,FuNu,215000,Việt Nam,Phụ kiện phòng ngủ,230000,15000,7
217577658,"Đầu nối vòi nước KG17 tăng áp thông minh chứa hạt lọc bẩn, phù hợp mọi loại vòi xoay 360độ khoảng 3.5cm (giao màu ngẫu nhiên)",KINGO,28000,China,Phụ kiện nhà bếp,45000,17000,38
273901280,Cuộn Túi Hút Chân Không Thực Phẩm Một Mặt Nhám Một Mặt Trơn Dạng Hạt Mịn Phù Hợp Cho Tất Cả Các Dòng Máy Hút Chân Không - Hàng Chính Hãng,PaKaSa,59000,Trung Quốc,Dụng cụ chứa đựng thực phẩm,118000,59000,50
156165766,Ổ Cắm Du Lịch Đa Năng Thông Minh Phích Cắm Chuyển Đổi Bugu HHT931 - Hàng Chính Hãng,Bugu,125800,Trung Quốc,"Ổ cắm, ổn áp, biến áp",148000,22200,15
191918107,Bình lắc LocknLock Balance Shake It Bottle HAP949BLK 800ml - Màu,LocknLock,139000,Trung Quốc,,267000,128000,48
173632127,Áo Mưa Bít Vải Dù,PEAFLO,106000,Trung Quốc / Singapore / Việt Nam,"Áo mưa, ô dù và phụ kiện đi mưa",125000,19000,15
73147684,"Thanh xốp gắn chân cửa chống kẹt chân cho bé, bịt khe hở, chắn gió, chặn côn trùng",OEM,40000,Trung Quốc,Bảo vệ nhà cửa,40000,0,0
70825693,Pin Cr2025 Energizer 3V vỉ 1 viên,Energizer,32800,Indonesia,Pin và dụng cụ sạc pin,32800,0,0
275465069,Khăn Mặt Hải Cẩu Cotton FHC1 34x82cm,Mollis,33000,"Anh, Việt Nam",Khăn,33000,0,0
270770782,Keo đa năng dán gỗ đá hoa cương gạch men sứ tường cầu thang sàn chống nước chịu nhiệt chịu tải lực Legaxi,Legaxi,33000,Trung Quốc,Dụng cụ sửa chữa nhà cửa,33000,0,0
271887126,Kệ để điện thoại,HUCHU,980,"Anh, Việt Nam","Nội thất phòng học, làm việc",1000,20,2
25421013,"Bộ Nồi Inox 3 Đáy Sunhouse SH335(16cm, 20cm, 24cm ) - Dùng trên mọi loại bếp - Hàng chính hãng",Sunhouse,380160,Việt Nam,Nồi và chảo,620000,239840,39
271288543,"Ghế Xoay Văn Phòng TANNI Premium 01, Ghế Làm Việc Công Thái Học Cao Cấp",TANNI,755000,Đài Loan,"Nội thất phòng học, làm việc",1650000,895000,54
15605817,Bộ Dao Nhà Bếp 5 Món Cookplus Lock&Lock CKK101S5BLK,LocknLock,161000,Trung Quốc,"Dao, kéo và phụ kiện",292000,131000,45
75659112,Kệ Sách Tổ Ong IGEA Đa Tầng Convent 234F - GP100,IGA,135000,Việt Nam,"Nội thất phòng học, làm việc",135000,0,0
88928025,Ổ Cắm Điện Đa Năng Kèm Cổng USB Có Công Tắc Tải 2500W Nắp Chống Giật Chống Cháy Chất Lượng Cao Deli - Dây 2M/3M/5M - ET401 411,Deli,135000,Trung Quốc,"Ổ cắm, ổn áp, biến áp",243000,108000,44
69193092,Bộ đầu nối vòi rửa chén tăng áp 3 chế độ Hobby Home Decor VSTADAY có khớp nối,Hobby Home Decor,82000,Trung Quốc,Phụ kiện nhà bếp,129000,47000,36
199105290,"Set 10 Đèn LED Bi Mini Trang Trí Bong Bóng, Đồ Chơi, Quà Tặng Sáng Tạo",NAVIVU,57000,Trung Quốc,,57000,0,0
71924330,Bộ Chổi Quét Nhà Lock&Lock Gồm Cây Chổi và Dụng Cụ Hốt ETM465,LocknLock,236000,Trung Quốc,Dụng cụ lau nhà,428000,192000,45
1400785,Gối Memory Foam 50D Hình Dáng Thường Lock&Lock HLW112 (50 x 30 cm) - Trắng,LocknLock,242000,Trung Quốc,"Gối, ruột gối, vỏ gối",439000,197000,45
95895598,Ổ khóa treo Việt Tiệp hợp kim chống cắt trắng,Việt Tiệp,174200,Việt Nam,Bảo vệ nhà cửa,174200,0,0
275381161,"Bộ tua vít đa năng dùng sửa chữa điện thoại, đồng hồ đeo tay máy tính laptop, đồ điện tử",ratoff-ars,55000,China,Các loại máy và phụ kiện,55000,0,0
273935273,Keo Nước Hữu Cơ Siêu Dính Gấp 2000 Lần,NAVIVU,49100,Thái Lan / Trung Quốc,Dụng cụ sửa chữa nhà cửa,49100,0,0
275362379,Bộ Đầu vòi xịt vệ sinh (toilet) inox SUS 304,ratoff-ars,72000,China,Thiết bị phòng tắm,72000,0,0
204083681,"Đĩa Giấy Nến Thấm Dầu Lót Nồi Chiên Không Dầu, Chịu Nhiệt, Không Dính, Hút Dầu Mỡ",NAVIVU,15000,Việt Nam,Phụ kiện nhà bếp,15000,0,0
247395139,"Đinh 4 Chân Đóng Tường Không Cần Khoan Treo Tranh, Giá Đỡ Khung Tranh",NAVIVU,15000,Trung Quốc,,15000,0,0
275889802,"Cây lau kính, bàn bếp KG5S đa năng tự vắt thông minh, bọt biển siêu thấm hút gập gọn mini 25cm - Hàng chính hãng",KINGO,44000,China,Phụ kiện nhà bếp,65000,21000,32
15432583,Kệ để bàn chải kem đánh răng dán tường inox 304 Hobby home decor KBC31,Hobby Home Decor,84000,Trung Quốc,,135000,51000,38
198069246,"Bộ cây lau nhà VinBuy kèm thùng tự vắt thông minh, chổi lau nhà xoay 360 độ lau sạch nhanh",VinBuy,238000,China / Vietnam,Dụng cụ lau nhà,500000,262000,52
206706648,"Bài Chải Chà Nhà Tắm , Bàn Chải Chà Sàn Hai Mặt 3 Trong 1 ,Bàn Chải Lông Cứng Có Tay Cầm Ống Lồng GroFa",Gro-Fa,74000,Trung Quốc,Dụng cụ vệ sinh,74000,0,0
6137123,"Phân Bón Npk 20-20-15 đa năng 3 màu  (1Kg)- bón cây, rau, cây ăn trái, hoa kiểng - bón gốc dễ sử dụng, kích thích ra lá, ra hoa, đậu trái",Bình Điền Mekong,45000,Việt Nam,"Hoa tươi, Cây cảnh & Hạt giống",45000,0,0
138465363,Bộ chuyển đổi máy khoan thành cưa lọng đa năng kèm theo 3 lưỡi,OEM,99000,Việt Nam,Các loại máy và phụ kiện,99000,0,0
135442444,"Kìm Cắt Dây Điện Đa Năng Deli Cao Cấp Chính Hãng - Kích Thước 6 Inch - Lưỡi Thép Sắc Bén, Tay Cầm Chống Trượt - EDL2706",Deli,87000,Việt Nam,Dụng cụ sửa chữa nhà cửa,156600,69600,44
190512159,Nước Ngâm Rửa Rau Củ Quả Sinh Học ENZYCO Lên Men Từ Dứa Loại Bỏ Hóa Chất Khử Mùi Tanh Thịt Cá - 1 Lít,ENZYCO,89000,Việt Nam,Phụ kiện nhà bếp,95000,6000,6
272135610,Combo 5 Móc Treo Quần Áo Trong Suốt PaKaSa - Hàng Chính Hãng,PaKaSa,79000,Trung Quốc,Phụ kiện giặt ủi,138000,59000,43
275723393,AS - ÁO MƯA CÁNH DƠI,FWD,59000,Việt Nam,"Áo mưa, ô dù và phụ kiện đi mưa",59000,0,0
274470797,Bình giữ nhiệt Slo 2in1 with tumbler LocknLock LHC4332 (Bình giữ nhiệt và cốc nhựa) 600ml,LocknLock,334000,Trung Quốc,Bình/ Ly giữ nhiệt,630000,296000,47
273953066,"Bàn làm việc kết hợp với giá sách thiết kế rất trẻ trung và hiện đại, Bàn học kèm kệ mặt gỗ MDF phủ melamine cao cấp",Nội Thất 5C,589000,Việt Nam,"Nội thất phòng học, làm việc",799000,210000,26
14251502,Lưới Võng Đại Tín Thành Phát,Tín Thành Phát,279000,Việt Nam,Phụ kiện phòng ngủ,300000,21000,7
273935253,"Đèn Ngủ Cảm Biến Ánh Sáng Tự Bật Ban Đêm, Ánh Sáng Dịu, Tiết Kiệm Điện",NAVIVU,18000,Trung Quốc,Đèn ngủ,18000,0,0
275051507,Đèn đường năng lượng mặt trời 300w,Vạn Năng Solar,849000,Trung Quốc,Đèn ngoài trời,999000,150000,15
181410158,Bàn Làm Việc Đa Năng Decor Phong Cách Gaming Thương Hiệu IGA - GM62,IGA,320000,Việt Nam,"Nội thất phòng học, làm việc",320000,0,0
73829087,Kệ để đồ rửa chén bát gác trên bồn rửa inox 304 Hobby Home Decor KRC5,Hobby Home Decor,99000,Trung Quốc,,159000,60000,38
56383693,Combo 300 túi lọc rác bồn rửa bát,OEM,75000,Trung Quốc,Phụ kiện nhà bếp,95000,20000,21
262729683,"Giá Treo Quần Áo Kim Loại Không Gỉ Kệ Quần Áo Nhiều Kích Cỡ Deli Tiện Lợi, Đơn Giản Chắc Chắn Có Thể Tự Lắp, Giàn Phơi",Deli,199000,Trung Quốc,Phụ kiện giặt ủi,358200,159200,44
198510237,"Chậu Trồng Cây Greenhome, Nhựa Nguyên Sinh Lắp Ráp, Nhiều Kích Thước, Trồng Hoa Hồng, Rau, Củ, Quả, Độ Bền 5 Năm",Greenhome,149000,Việt Nam,"Hoa tươi, Cây cảnh & Hạt giống",240000,91000,38
199638326,Tựa Lưng Ghế Văn Phòng Công Thái Học Đệm Tựa Lưng Văn Phòng,Office Chill,435000,Việt Nam,"Nội thất phòng học, làm việc",492000,57000,12
100522012,"Cây Lau Nhà Thông Minh, Chổi Lau Nhà 360 Độ Đa Năng (Không Bao Gồm Thùng Vắt) - Parroti MOP-PR01",Parroti,196650,Trung Quốc,Dụng cụ lau nhà,207000,10350,5
272484433,Đồng hồ treo tường kim trôi không ồn minimalist phong cách tối giản trang trí phòng khách Bảo hành 12 tháng Deli,Deli,159000,Trung Quốc,Đồng hồ,286200,127200,44
